Division,Number,Nickname,Full Name,Rookie Year,Website,Location
FTC,7170,Gearnotics I,Synergistic STEM Outreach Center/Neighborhood Group,2013,,Houston&comma; TX 77245 USA
FTC,7171,Shockwave,Family Friends,2013,,Chantilly&comma; VA 20151 USA
FTC,7172,Technical Difficulties,Texas Workforce Commission/FIRST in Texas/ServoCity/DELL/Technical Difficulties &amp; Family/Community,2013,http://ftc7172.org/,Plano&comma; TX 75025 USA
FTC,7175,Walbots,Waldorf School of the Peninsula,2013,http://walbots7175.elementfx.com,Mountain View&comma; CA 94043 USA
FTC,7182,Mechanical Paradox Cubed,BAE Systems/Misumi USA/Actobotics/PTC/Praxis Engineering/Maryland Center for Entrepreneurship&amp;Horizons 4-H Club,2013,www.mechanicalparadox.org,Catonsville&comma; MD 21228 USA
FTC,7189,McKinley 5,Mckinley Middle School,2013,,Cedar Rapids&comma; IA 52403 USA
FTC,7190,Green Girls Robotics,Thomson Reuters &amp; Family/Community,2013,www.greengirlsrobotics.com,Saint Paul&comma; MN 55121 USA
FTC,7193,South Spencer High School,Grandview Aluminum Products/Obermier Hardware/Dawson Machine Shop &amp; South Spencer High School,2013,http://southspencermotorsports.weebly.com/,Rockport&comma; IN 47635 USA
FTC,7195,The Mechanical Memes,Grand Terrace High School,2013,,Grand Terrace&comma; CA 92313 USA
FTC,7196,Everything That is Radical,Pleasant Valley High School &amp; Pleasant Valley High School,2013,,Bettendorf&comma; IA 52722 USA
FTC,7198,Cyborg Ferrets,Anacortes High School &amp; Anacortes High School,2013,www.team3238.com,Annacortes&comma; WA 98221 USA
FTC,7203,KNO3,Plant High School,2013,http://KNO3.net,Tampa&comma; FL 33611 USA
FTC,7208,X Team Crypto,Cooking With Ish &amp; X Team Robotics Club &amp; Capital High School,2013,Xteamrobotics.com,Helena&comma; MT 59601 USA
FTC,7209,Tech Hogs Robotics ,United Built Homes/Milestone Construction/Ozark STEM Foundation/Springdale Kiwanis/Consumer Testing Labs&amp;Family/Community,2013,techhogs.org,Springdale&comma; AR 72764 USA
FTC,7215,Turning Gears,Bedford Junior High School,2013,,Temperance&comma; MI 48182 USA
FTC,7216,NinjaSharks,Palacios J H,2013,,Palacios&comma; TX 77465 USA
FTC,7221,AMS Termitaurs,Academy of Math and Science,2013,,Tucson&comma; AZ 85705 USA
FTC,7224,West Grand Robotics-Team 7224,Freeport McMoran Climax Molybdenum/Mountain Parks Electric/Peak to Peak Services&amp;West Grand High School,2013,www.westgrandrobotics.org,Kremmling&comma; CO 80459 USA
FTC,7227,Scorpion Robotics,National Defense Education Program &amp; Desert Junior-Senior High,2013,,Edwards AFB&comma; CA 93523 USA
FTC,7228,Stryke Force - Special Air Service,Stryker Instruments &amp; 4-H Youth Development Organization,2013,,Portage&comma; MI 49024 USA
FTC,7229,bzBots,Trinity Christian High School,2013,,Hull&comma; IA 51239 USA
FTC,7230,SAS Atoms,Lockheed Martin/Terra Foundation Capacity-Building Grants/Welch Allyn&amp;Syracuse Academy of Science Charter School,2013,https://www.sascs.org/atoms,Syracuse&comma; NY 13204 USA
FTC,7231,4th Dimension ,EHS Robotics Booster Club &amp; Eagan Senior High,2013,,Eagan&comma; MN 55123 USA
FTC,7234,Cville-ized Botman,CRAWFORDSVILLE SR HIGH SCHOOL,2013,,Crawfordsville&comma; IN 47933 USA
FTC,7236,Recharged Green,Home School,2013,,Pella&comma; IA 50219 USA
FTC,7238,Blue and White Lightning Strikes,Johnson Controls/Tenneco/Back Machine Shop/Albemarle Corporation/Edwards Industrial Sales Inc./John Seppanen/Harper Creek Optimist Club/Rotary Club of Battle Creek/Consumers Energy/King Jewelers/Fox's Pizza Den &amp; Harper Creek Middle School,2013,,Battle Creek&comma; MI 49014 USA
FTC,7239,Java Juveniles,John Deere&amp;New Home School,2013,,New Home&comma; TX 79383 USA
FTC,7244,OUT of the BOX,Family Friends,2013,,Downingtown&comma; PA 19335 USA
FTC,7245,Big Green,Deerfield Academy,2013,,Deerfield&comma; MA 01342 USA
FTC,7247,The H2O Loo Bots,East High School,2013,,Waterloo&comma; IA 50703 USA
FTC,7251,Comets,Hackensack High,2013,none,Hackensack&comma; NJ 07601 USA
FTC,7252,Vicious Volts,HERITAGE JUNIOR HIGH SCHOOL,2013,,Sterling Heights&comma; MI 48312 USA
FTC,7253,Raging Robots,Shelby Junior High School,2013,,Utica&comma; MI 48317 USA
FTC,7254,S.W.A.T. Shelby Wildcat Autonomous Techies,Shelby Junior High School,2013,,Utica&comma; MI 48316 USA
FTC,7255,STEAM Stingers,Oak Valley Middle School,2013,,Commerce Township&comma; MI 48382 USA
FTC,7257,Da Builders,Rivers Edge Academy Chart,2013,,Rogue River&comma; OR 97537 USA
FTC,7258,Robo-ba-jojo,Sioux City Community Schools &amp; East High School,2013,None,Sioux City&comma; IA 51106 USA
FTC,7259,NRG,East High School,2013,,Sioux City&comma; IA 51106 USA
FTC,7260,Polaris Tech,North High School,2013,,Sioux City&comma; IA 51104 USA
FTC,7261,Omega Robotics,North High School,2013,,Sioux City&comma; IA 51104 USA
FTC,7263,The Knights of Cavalry,Keystone Prep HS / Cristal Law / Rockwell Collins &amp; Keystone Prep High School,2013,,Odessa&comma; FL 33556 USA
FTC,7265,Gear Grinders,Glenelg Country School,2013,,Ellicott City &comma; MD 21042 USA
FTC,7266,Dragonettes,Glenelg Country School,2013,,Ellicott City&comma; MD 21042 USA
FTC,7278,LibraryBots,Chesterfield County Public Library - MakerSpace/Evonik Corporation&amp;Chesterfield County Public Library,2013,,Chesterfield&comma; VA 23832 USA
FTC,7282,Golden Girls,Central Middle,2013,,Minneapolis&comma; MN 55418 USA
FTC,7283,Fist Full of Axels,Hot Springs County High School,2013,,Thermopolis&comma; WY 82443 USA
FTC,7286,Wired Women,Lane Technical High School,2013,,Chicago&comma; IL 60618 USA
FTC,7288,RoboGlaciers,Lakes State Credit Union/NB Technology &amp; North Branch Middle,2013,,North Branch&comma; MN 55056 USA
FTC,7289,Genius,Lakes State Credit Union/NB Technology &amp; North Branch Middle,2013,,North Branch&comma; MN 55056 USA
FTC,7290,JagWires,Lakes State Credit Union/NB Technology &amp; North Branch Middle,2013,,North Branch&comma; MN 55056 USA
FTC,7297,LiMITless,Neighborhood Group/MIT Lincoln Laboratory,2013,,Lexington&comma; MA 02420 USA
FTC,7298,Sigma Force,Twindly Bridge Charter School,2013,,Wasilla&comma; AK 99654 USA
FTC,7299,Timber Bots,CTE Shelton School District/OSPI/FIRSTWA/Oakland Bay Junior High/Lucky Dog Casino&amp;Oakland Bay Junior High School,2013,,Shelton&comma; WA 98584 USA
FTC,7300,Guzzoline Robotics,Asheville-Buncombe Technical Community College/Western Carolina University/FIRST Tech Challenge North Carolina/Kearfott Corporation&comma; Motion Systems Division (Black Mountain&comma; NC)/SOLIDWORKS Education/EYE-D Security and Monitoring/Standard Pizza Company&amp;Neighborhood Group,2013,http://ashebots.org/,Asheville&comma; NC 28806 USA
FTC,7303,RoboAvatars,Family Friends/Catalyst For Youth,2013,www.roboavatars.com,Fremont&comma; CA 94539 USA
FTC,7305,The GearCats - Clague Middle School,FRC Team 830 The RatPack&amp;Clague Middle School,2013,www.gearcatsrobotics.com,Ann Arbor&comma; MI 48105 USA
FTC,7311,Terrier Byte Bots,Essex Co Youth House,2013,terrier byte bots,Newark&comma; NJ 07107 USA
FTC,7312,Terrier Byte Bots,Essex Cty V N 13Th St Nwk,2013,terrierbytebots.com,Newark&comma; NJ 07103 USA
FTC,7313,Dominators,E &amp; E Manufacturing&amp;Discovery Middle School,2013,,Canton&comma; MI 48187 USA
FTC,7314,Sab-BOT-age,Chester County Intermediate Unit - Technical College High School &amp; Downingtown Area Robotics,2013,http://wiki.team1640.com,Downingtown/Exton&comma; PA 19335 USA
FTC,7316,Iron Panthers,san mateo union high school / SMUHSD Gate Parents Group &amp; Burlingame High,2013,ironpanthers.com,Burlingame&comma; CA 94062 USA
FTC,7317,Quest Gators ,Caterpillar&amp;Quest Charter School Academy,2013,,Peoria&comma; IL 61604 USA
FTC,7318,Phoenix Gears,AdMobilize/Guyon Podiatry/T3K Labs &amp; I Preparatory Academy,2013,,Miami&comma; FL 33132 USA
FTC,7321,Charlotte Surge,Charlotte High School,2013,,Punta Gorda&comma; FL 33950 USA
FTC,7324,Root Access,St Vincent-St Mary High School,2013,,Akron&comma; OH 44303 USA
FTC,7325,Mechanical Eagles,E &amp; E Manufacturing&amp;Discovery Middle School,2013,,Canton&comma; MI 48187 USA
FTC,7326,Some Assembly Required,Bohemia Manor High,2013,,Chesapeake City&comma; MD 21915 USA
FTC,7328,I. C. E.,Soar High (Students on Academic Rise),2013,,Lancaster&comma; CA 93536 USA
FTC,7330,Overlake FTC,the Overlake School,2013,,Redmond&comma; WA 98053 USA
FTC,7332,DodgerBOTS,Fort Dodge High School,2013,,Fort Dodge&comma; IA 50501 USA
FTC,7333,Combustible Lemons,Hillsboro High School,2013,,Hillsboro&comma; OR 97123 USA
FTC,7341,F.R.E.N.C.H. F.R.I.E.S.,Girl Scout of USA/NASA/Rockwell Collins/Lockheed Martin/DOD &amp; Girls Scouts of the U.S.A.,2013,http://girlscouteverywhere.org/ftc,Titusville&comma; FL 32780 USA
FTC,7343,Blaze,Ozark STEM &amp; CrossChurch 4-H,2013,,Gentry&comma; AR 72734 USA
FTC,7344,VLTG,USAF &amp; Tullahoma High School,2013,,Tullahoma&comma; TN 37388 USA
FTC,7346,Mustachio Peanuts,Prospect Heights Middle,2013,http://www.mustachiopeanuts.com,Orange&comma; VA 22960 USA
FTC,7350,Watts NXT?,Say Watt Robotics &amp; Neighborhood Group,2013,www.saywatt.org,Edison&comma; NJ 08837 USA
FTC,7351,Dynamic Signals,UL/Family Friends,2013,http://www.7351.us,Gurnee&comma; IL 60031 USA
FTC,7357,Team Titanium Tech,Team Titanium Robotics/KC STEM Alliance&amp;Lee'S Summit West High,2013,,Lees Summit&comma; MO 64082 USA
FTC,7359,S.W.A.T.,Smithville High,2013,,Smithville&comma; MO 64089 USA
FTC,7360,Gears and Spears,Grass Lake Middle School,2013,,Grass Lake&comma; MI 49240 USA
FTC,7366,The Lab Rats,Newcastle Hs,2013,,Newcastle&comma; OK 73065 USA
FTC,7372,Norbots,Rockwell Collins &amp; The Palmdale Aerospace Academy,2013,http://ftc7372norbots.wix.com/norbots,Palmdale&comma; CA 93550 USA
FTC,7373,Eagle Robotics - Carbon Fiber,Lockheed Martin/Win-Tech&comma; Inc./Dell/FIRST in Texas/Mount Paran Christian School &amp; Mount Paran Christian School,2013,www.eaglerobotics.net,Kennesaw&comma; GA 30152 USA
FTC,7390,M-SET Jellyfish,Google/SanDisk Corp./Apple Inc.&amp;Saratoga High,2013,,Saratoga&comma; CA 95070 USA
FTC,7391,Error: 7391 Not Found,Neighborhood Group,2013,flldependables.wordpress.com,Cupertino&comma; CA 95014 USA
FTC,7393,electron Volts,NASA/Maryland 4-H/PTC/United Therapeutics&amp;4-H Youth Development Organization,2013,gearbox4h.org,Silver Spring&comma; MD 20905 USA
FTC,7398,BLUE CREW,Neighborhood Group,2013,http://ftcbluecrew.weebly.com/,Summit&comma; MS 39666 USA
FTC,7400,Kryptonian Eagles,John Deere &amp; Wahlert Catholic High School,2013,,Dubuque&comma; IA 52001 USA
FTC,7403,The Grizzly Griffins,St John Vianney High School,2013,,Kirkwood&comma; MO 63122 USA
FTC,7407,Team VEGA,Half Hollow Hills High School West,2013,,Huntington&comma; NY 11747 USA
FTC,7408,Nuclear Unicorn Girl Assemblers (NUGA),Girl Scout Troop 140 (2014-2015),2013,,Saint Peters&comma; MO 63376 USA
FTC,7414,Deceptibots,Paas,2013,,Plainfield&comma; NJ 07063 USA
FTC,7415,Psychobots,Clearwater Central Catholic High School,2013,,Clearwater&comma; FL 33760 USA
FTC,7416,Silver Spartans,Greater Pottstown Area Robotics&comma; Science&comma; and Engineering Community/Video Ray/Lockheed Martin &amp; Owen J Roberts Hs,2013,,Pottstown&comma; PA 19465 USA
FTC,7417,Portledge Robotics,Portledge School,2013,www.portledge.org,Locust Valley&comma; NY 11560 USA
FTC,7418,Batteries Not Included,So. Burlington High School,2013,,South Burlington&comma; VT 05403 USA
FTC,7419,System Overload,Perry Central Jr-Sr High Sch,2013,,Leopold&comma; IN 47551 USA
FTC,7420,MechaSpartans,Burnt Hills-Ballston Lake Senior High School,2013,,Burnt Hills&comma; NY 12027 USA
FTC,7423,Flaming Phoenix,Microsoft &amp; Unionville-Chadds Ford School District,2013,http://flamingphoenixftc.weebly.com/,Kennett Square&comma; PA 19348 USA
FTC,7424,Robotic Warriors,Warrenton High,2013,,Warrenton&comma; MO 63383 USA
FTC,7431,G.E.A.R.S. Silver,Gilmer High School,2013,sites.google.com/site/gilmerengineeringandrobotics,Ellijay&comma; GA 30540 USA
FTC,7433,The Cyclones - Storm Robotics Team,Lockheed-Martin/NAVAIR/Storm Robotics Parent Boosters/Vision Edge LLC &amp; Cherokee High School &amp; Lenape High School,2013,stormroboticsnj.org,Marlton&comma; NJ 08053 USA
FTC,7437,L.E.D. ,Southern Polytechnic State University/Kid's Chance of Georgia/Lockheed Martin &amp; Home School,2013,ledrobotcs.org,Marietta&comma; GA 30060 USA
FTC,7438,Hot Spot Robotics,Mililani High School,2013,mililanirobotics.org,Mililani&comma; HI 96789 USA
FTC,7440,Wingus &amp; Dingus,Wingus &amp; Dingus Robotics,2013,,Auckland&comma; AUK 03101 New Zealand
FTC,7444,Sisters of the Motherboard,Salem Academy,2013,,WINSTON SALEM&comma; NC 27101-5355 USA
FTC,7445,Techno Hawks - Black Team,Marshall Middle School,2013,,Marshall&comma; MI 49068 USA
FTC,7452,Iron Giants,Gordon Cooper Technology Center,2013,,Shawnee&comma; OK 74804 USA
FTC,7456,VVMS RoboClub,Valley View Middle School,2013,Work in progress,Snohomish&comma; WA 98296 USA
FTC,7462,Not to Scale,Boeing / OSPI / F5 &amp; Ingraham High School,2013,http://ingrahamrobotics.org/,Seattle&comma; WA 98133 USA
FTC,7464,Capitals Engineering,Sacramento Adventist Academy,2013,www.capitalsengineering.com,Carmichael&comma; CA 95608 USA
FTC,7467,SA-BOT-AGE,Lesterville Robotics &amp; Lesterville High,2013,,Lesterville&comma; MO 63654 USA
FTC,7468,Blue Chariots of Fire,Epiphany Lutheran Church/Praxis Engineering/The Newton Corporation/Arconic/Chick-fil-A/Rockwell Collins/Life Love Creations&amp;Family/Community,2013,http://ftc7468.org/,Columbia&comma; MD 21045 USA
FTC,7469,Blues Bots,Dexter High,2013,https://sites.google.com/s/0B-rPUffJktyxSGFUbDV1Y1E4UGM/p/0B-rPUffJktyxTF92WmhPN1Y1MHc/edit,Dexter&comma; MO 63841 USA
FTC,7470,Elite Tech,Clara Brownell Middle School,2013,,Umatilla&comma; OR 97882 USA
FTC,7473,The Pride,Clara Brownell Middle School,2013,,Umatilla&comma; OR 97838 USA
FTC,7474,VWA,Clara Brownell Middle School,2013,,Umatilla&comma; OR 97838 USA
FTC,7475,The Navigators,Poughkeepsie Day School,2013,,Poughkeepsie&comma; NY 12603 USA
FTC,7477,Super 7,ASCE/EPIC/AMD/Transcore/HNTB/Leidos/Lockheed Martin/.decimal&amp;Neighborhood Group,2013,www.teamsuper7.com,Oviedo&comma; FL 32765 USA
FTC,7479,Techno Hawks - Red Team,Marshall Middle School,2013,,Marshall&comma; MI 49068 USA
FTC,7482,Triple A Tigers,Douglas County High School,2013,,Douglasville&comma; GA 30134 USA
FTC,7486,Suffern Robotics,Suffern Senior High School,2009,suffernrobotics.org,Suffern&comma; NY 10901 USA
FTC,7488,Nuts and Volts,Suffern Senior High School,2009,SuffernRobotics.org,Suffern&comma; NY 10901 USA
FTC,7491,Robot Corps,4-H Youth Development Organization,2013,http://ftc.runneals.com,Nevada&comma; IA 50201 USA
FTC,7492,Charged w/Battery,Oklahoma Steel &amp; Wire Company&amp;Tishomingo Hs,2013,,Tishomingo&comma; OK 73460 USA
FTC,7495,Rocketman,John Deere/Hawkeye Precision&comma; Inc/Master Tool and Manufacturing/Ledford Engineering/Cy and Charley's &amp; Independence Senior High School,2013,,Independence&comma; IA 50644 USA
FTC,7496,Cyberbots,Clara Brownell Middle School,2013,,Umatilla&comma; OR 97882 USA
FTC,7497,Blackout,Umatilla High School,2013,,Umatilla&comma; OR 97882 USA
FTC,7498,Elite Squad,Umatilla High School,2013,,Umatilla&comma; OR 97882 USA
FTC,7499,The Nerdy Girls,Clara Brownell Middle School,2013,,Umatilla&comma; OR 97882 USA
FTC,7506,Bomb Squad,Frederick Hs,2013,Phi-robot.weebly.com,Frederick&comma; OK 73542 USA
FTC,7516,Uranium 235,Inza R Wood Middle School,2013,,Wilsonville&comma; OR 97070 USA
FTC,7518,Quince Orchard CouGears,Quince Orchard High,2013,QOEngineering.club,Gaithersburg&comma; MD 20878 USA
FTC,7519,Quince Orchard CougarBotics,Quince Orchard High,2013,www.QOEngineering.club,Gaithersburg&comma; MD 20878 USA
FTC,7525,Nerdy Birds,Brentwood High,2013,,Saint Louis&comma; MO 63144 USA
FTC,7529,BAYR (bear),Belmond Area Arts Council/Family Friends,2013,,Belmond&comma; IA 50421 USA
FTC,7540,Bludogs,the Bullis School,2013,,Potomac&comma; MD 20854 USA
FTC,7547,JoeBotics,St Josephs Academy,2013,,Saint Louis&comma; MO 63131 USA
FTC,7548,SPAREPARTS,Punahou School,2013,,Honolulu&comma; HI 96822 USA
FTC,7549,Simmer,Punahou School,2013,,Honolulu&comma; HI 96822 USA
FTC,7550,Fig Newtons,Punahou School,2013,,Honolulu&comma; HI 96822 USA
FTC,7553,Team Loki,Monrovia Math &amp; Science Academy &amp; Monrovia High,2013,,Monrovia&comma; CA 91016 USA
FTC,7556,Inner City Circuits,Lockheed Martin &amp; Safe Passage Robotics,2013,,Camden&comma; NJ 08104 USA
FTC,7571,Alumineers,PTC/mirasol's cafe&amp;Dartmouth High,2013,,South Dartmouth&comma; MA 02748 USA
FTC,7572,Lights Out Special Unit,Arkansas FIRST Incorporated/Novak Technical Services&comma; LLC&amp;Family Friends,2013,,Mountain Home&comma; AR 72653 USA
FTC,7579,GOAT (Getting Our Act Together),Orlando Science Middle High Charter,2013,,Orlando&comma; FL 32804 USA
FTC,7580,Robot Life,Prince George High &amp; N.B. Clements Junior High,2013,,Prince George&comma; VA 23875 USA
FTC,7582,Griffin Robotics Eagles,Raytheon &amp; Nex Gen Academy,2013,https://griffinroboitics.wikispaces.com/,Albuquerque&comma; NM 87109 USA
FTC,7584,Bad News Bots,Wilmington Friends School,2013,,Wilmington&comma; DE 19803 USA
FTC,7588,The PRIDE,Stratasys/Up North Marketing.com/Foundation 191/Burnsville Robotics&amp;Burnsville Senior High,2013,http://ftcteam7588.com/,Burnsville&comma; MN 55337 USA
FTC,7589,Ciphers,Regal Machine / Stratasys / BES &amp; Nicollet Junior High,2013,,Burnsville&comma; MN 55337 USA
FTC,7592,Roarbots,Oviedo High School,2013,,Oviedo&comma; FL 32765 USA
FTC,7593,TigerBots,The Monsanto Fund&amp;Notre Dame High School,2013,http://www.ndhsb.org/apps/pages/index.jsp?uREC_ID=679234&amp;type=d&amp;pREC_ID=1139649,Belmont&comma; CA 94002 USA
FTC,7601,Chain Saw,St Vincent-St Mary High School,2013,,Akron&comma; OH 44303 USA
FTC,7604,Meme Machine,Lincoln High School,2013,,Hillsboro&comma; OR 97123 USA
FTC,7609,Lions,San Diego Jewish Academy,2013,Under construction,San Diego&comma; CA 92130 USA
FTC,7610,Tino Frontier,Lockheed Martin &amp; Cupertino High,2013,tinorobotics.org,Cupertino&comma; CA 95014 USA
FTC,7613,Sinagua Mustangs,Sinagua Middle School,2013,,Flagstaff&comma; AZ 86004 USA
FTC,7615,Mustang Sallies,Dell Foundation/FIRSTinTexas&amp;Lutheran High School of San Antonio,2013,www.lhssa.org,San Antonio&comma; TX 78255 USA
FTC,7618,The Pi-neapples,Dowling Catholic High School,2013,,West Des Moines&comma; IA 50265 USA
FTC,7621,The Pi-rates,Dowling Catholic High School,2013,,West Des Moines&comma; IA 50265 USA
FTC,7627,Breaking Bot,Jefferson High School,2013,,Rockford&comma; IL 61109 USA
FTC,7631,Make It Epic,Sidwell Friends School,2013,,Washington&comma; DC 20016 USA
FTC,7641,M-SET Betta Fish,SanDisk Corp./Apple Inc.&amp;Saratoga High,2013,,Saratoga&comma; CA 95070 USA
FTC,7643,Tiger Tech,&amp;Andrew G. Schmidt Middle School,2013,www.fentonrobotics.com/middle-school.html,Fenton&comma; MI 48430 USA
FTC,7645,BHS Robotics,NRG Energy/SMaRT Education &amp; Bloomington High,2013,,Bloomington&comma; CA 92316 USA
FTC,7646,Circuit Overlords,BES ISD191/Capex Outsourcing/RedEye- StrataSys Eden Prairie MN &amp; Burnsville Senior High,2013,http://www.ftcteam7646.com/,Burnsville&comma; MN 55337 USA
FTC,7649,Botrregos Jr. 7649,Secundaria Tec de Monterrey,2013,,Chihuahua&comma; CHH 31300 Mexico
FTC,7650,The Circuit Breakers,COUNTRYSIDE HIGH SCHOOL,2013,,Clearwater&comma; FL 33761 USA
FTC,7662,Dragons,Plainedge Middle School,2013,,Bethpage&comma; NY 11714 USA
FTC,7664,AiR,Proto Manufacturing / Bauer Controls &amp; Home School,2013,,Ypsilanti&comma; MI 48197 USA
FTC,7668,Trojanbots,Consumers Energy / General Motors / MACI / Jackson Pediatric Dentistry / Dart Foundation &amp; East Jackson Middle School,2013,,Jackson&comma; MI 49202 USA
FTC,7673,Dragons &amp; Tiaras,Department of Defense STEM/Mountain Computer Users Group of Towns County&comma; GA and Clay County&comma; NC/Tithelo LLC&amp;Towns County High School,2013,https://sites.google.com/site/tchsftcteamnotebook/,Hiawassee&comma; GA 30546 USA
